library_name,github_repo,stars,usage_count,model_ids,imported_entities
mistral_inference,,,19,"mistralai/Mistral-7B-Instruct-v0.2, mistralai/Mixtral-8x7B-Instruct-v0.1, mistralai/Mistral-7B-Instruct-v0.3, mistralai/Mistral-7B-Instruct-v0.1, QuantFactory/Mistral-Nemo-Instruct-2407-GGUF, mistralai/Mistral-Nemo-Instruct-2407, FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8, mistralai/Mixtral-8x22B-Instruct-v0.1, mistralai/Codestral-22B-v0.1, mistralai/Mistral-Large-Instruct-2407, mistralai/Mistral-Small-Instruct-2409, enghwa/neuron-mistral7bv0.2, failspy/Codestral-22B-v0.1-abliterated-v3, MaziyarPanahi/Mistral-7B-Instruct-v0.3, bullerwins/Codestral-22B-v0.1-hf, TechxGenus/Mistral-Large-Instruct-2407-AWQ, AMead10/Mistral-Small-Instruct-2409-awq, unsloth/Mistral-Small-Instruct-2409-bnb-4bit, mistral-community/Mistral-7B-Instruct-v0.3",mistralai/Mistral-7B-Instruct-v0.2: mistral_inference.transformer.Transformer; mistralai/Mistral-7B-Instruct-v0.2: mistral_inference.generate.generate; mistralai/Mixtral-8x7B-Instruct-v0.1: mistral_inference.transformer.Transformer; mistralai/Mixtral-8x7B-Instruct-v0.1: mistral_inference.generate.generate; mistralai/Mistral-7B-Instruct-v0.3: mistral_inference.transformer.Transformer; mistralai/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate; mistralai/Mistral-7B-Instruct-v0.3: mistral_inference.transformer.Transformer; mistralai/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate; mistralai/Mistral-7B-Instruct-v0.1: mistral_inference.transformer.Transformer; mistralai/Mistral-7B-Instruct-v0.1: mistral_inference.generate.generate; QuantFactory/Mistral-Nemo-Instruct-2407-GGUF: mistral_inference.transformer.Transformer; QuantFactory/Mistral-Nemo-Instruct-2407-GGUF: mistral_inference.generate.generate; QuantFactory/Mistral-Nemo-Instruct-2407-GGUF: mistral_inference.transformer.Transformer; QuantFactory/Mistral-Nemo-Instruct-2407-GGUF: mistral_inference.generate.generate; mistralai/Mistral-Nemo-Instruct-2407: mistral_inference.transformer.Transformer; mistralai/Mistral-Nemo-Instruct-2407: mistral_inference.generate.generate; mistralai/Mistral-Nemo-Instruct-2407: mistral_inference.transformer.Transformer; mistralai/Mistral-Nemo-Instruct-2407: mistral_inference.generate.generate; FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8: mistral_inference.transformer.Transformer; FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8: mistral_inference.generate.generate; FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8: mistral_inference.transformer.Transformer; FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8: mistral_inference.generate.generate; mistralai/Mixtral-8x22B-Instruct-v0.1: mistral_inference.transformer.Transformer; mistralai/Mixtral-8x22B-Instruct-v0.1: mistral_inference.generate.generate; mistralai/Codestral-22B-v0.1: mistral_inference.transformer.Transformer; mistralai/Codestral-22B-v0.1: mistral_inference.generate.generate; mistralai/Codestral-22B-v0.1: mistral_inference.transformer.Transformer; mistralai/Codestral-22B-v0.1: mistral_inference.generate.generate; mistralai/Mistral-Large-Instruct-2407: mistral_inference.transformer.Transformer; mistralai/Mistral-Large-Instruct-2407: mistral_inference.generate.generate; mistralai/Mistral-Large-Instruct-2407: mistral_inference.transformer.Transformer; mistralai/Mistral-Large-Instruct-2407: mistral_inference.generate.generate; mistralai/Mistral-Small-Instruct-2409: mistral_inference.transformer.Transformer; mistralai/Mistral-Small-Instruct-2409: mistral_inference.generate.generate; mistralai/Mistral-Small-Instruct-2409: mistral_inference.transformer.Transformer; mistralai/Mistral-Small-Instruct-2409: mistral_inference.generate.generate; enghwa/neuron-mistral7bv0.2: mistral_inference.transformer.Transformer; enghwa/neuron-mistral7bv0.2: mistral_inference.generate.generate; failspy/Codestral-22B-v0.1-abliterated-v3: mistral_inference.model.Transformer; failspy/Codestral-22B-v0.1-abliterated-v3: mistral_inference.generate.generate; MaziyarPanahi/Mistral-7B-Instruct-v0.3: mistral_inference.model.Transformer; MaziyarPanahi/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate; MaziyarPanahi/Mistral-7B-Instruct-v0.3: mistral_inference.model.Transformer; MaziyarPanahi/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate; bullerwins/Codestral-22B-v0.1-hf: mistral_inference.model.Transformer; bullerwins/Codestral-22B-v0.1-hf: mistral_inference.generate.generate; TechxGenus/Mistral-Large-Instruct-2407-AWQ: mistral_inference.transformer.Transformer; TechxGenus/Mistral-Large-Instruct-2407-AWQ: mistral_inference.generate.generate; TechxGenus/Mistral-Large-Instruct-2407-AWQ: mistral_inference.transformer.Transformer; TechxGenus/Mistral-Large-Instruct-2407-AWQ: mistral_inference.generate.generate; AMead10/Mistral-Small-Instruct-2409-awq: mistral_inference.transformer.Transformer; AMead10/Mistral-Small-Instruct-2409-awq: mistral_inference.generate.generate; AMead10/Mistral-Small-Instruct-2409-awq: mistral_inference.transformer.Transformer; AMead10/Mistral-Small-Instruct-2409-awq: mistral_inference.generate.generate; unsloth/Mistral-Small-Instruct-2409-bnb-4bit: mistral_inference.transformer.Transformer; unsloth/Mistral-Small-Instruct-2409-bnb-4bit: mistral_inference.generate.generate; unsloth/Mistral-Small-Instruct-2409-bnb-4bit: mistral_inference.transformer.Transformer; unsloth/Mistral-Small-Instruct-2409-bnb-4bit: mistral_inference.generate.generate; mistral-community/Mistral-7B-Instruct-v0.3: mistral_inference.model.Transformer; mistral-community/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate; mistral-community/Mistral-7B-Instruct-v0.3: mistral_inference.model.Transformer; mistral-community/Mistral-7B-Instruct-v0.3: mistral_inference.generate.generate
mixedbread_ai,,,5,"mixedbread-ai/mxbai-embed-large-v1, mixedbread-ai/mxbai-rerank-xsmall-v1, mixedbread-ai/mxbai-rerank-base-v1, mixedbread-ai/mxbai-rerank-large-v1, mixedbread-ai/mxbai-embed-2d-large-v1",mixedbread-ai/mxbai-embed-large-v1: mixedbread_ai.client.MixedbreadAI; mixedbread-ai/mxbai-embed-large-v1: mixedbread_ai.client.EncodingFormat; mixedbread-ai/mxbai-rerank-xsmall-v1: mixedbread_ai.client.MixedbreadAI; mixedbread-ai/mxbai-rerank-base-v1: mixedbread_ai.client.MixedbreadAI; mixedbread-ai/mxbai-rerank-large-v1: mixedbread_ai.client.MixedbreadAI; mixedbread-ai/mxbai-embed-2d-large-v1: mixedbread_ai.client.MixedbreadAI
mlc_llm,,,21,"mlc-ai/Qwen2.5-0.5B-Instruct-q4f16_1-MLC, mlc-ai/Llama-2-7b-chat-hf-q4f32_1-MLC, mlc-ai/gemma-2b-it-q4f16_1-MLC, mlc-ai/TinyLlama-1.1B-Chat-v0.4-q4f16_1-MLC, mlc-ai/Llama-3.1-8B-Instruct-q4f32_1-MLC, mlc-ai/SmolLM-135M-Instruct-q0f16-MLC, mlc-ai/Qwen2-1.5B-Instruct-q4f16_1-MLC, mlc-ai/gemma-2-2b-it-q4f16_1-MLC, mlc-ai/Phi-3.5-mini-instruct-q4f16_1-MLC, mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC, mlc-ai/Mistral-7B-Instruct-v0.3-q3f16_1-MLC, mlc-ai/Phi-3-mini-4k-instruct-q4f16_1-MLC, mlc-ai/SmolLM-360M-Instruct-q0f16-MLC, mlc-ai/gemma-2b-it-q4f32_1-MLC, mlc-ai/Mistral-7B-Instruct-v0.3-q4f16_1-MLC, mlc-ai/TinyLlama-1.1B-Chat-v0.4-q4f32_1-MLC, mlc-ai/Llama-3.2-1B-Instruct-q4f32_1-MLC, mlc-ai/Mistral-7B-Instruct-v0.2-q4f16_1-MLC, mlc-ai/Llama-3.1-8B-Instruct-q3f16_1-MLC, mlc-ai/Llama-2-7b-chat-hf-q4f16_1-MLC, mlc-ai/phi-2-q4f16_1-MLC",mlc-ai/Qwen2.5-0.5B-Instruct-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-2-7b-chat-hf-q4f32_1-MLC: mlc_llm.MLCEngine; mlc-ai/gemma-2b-it-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/TinyLlama-1.1B-Chat-v0.4-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-3.1-8B-Instruct-q4f32_1-MLC: mlc_llm.MLCEngine; mlc-ai/SmolLM-135M-Instruct-q0f16-MLC: mlc_llm.MLCEngine; mlc-ai/Qwen2-1.5B-Instruct-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/gemma-2-2b-it-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Phi-3.5-mini-instruct-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-3.2-1B-Instruct-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Mistral-7B-Instruct-v0.3-q3f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Phi-3-mini-4k-instruct-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/SmolLM-360M-Instruct-q0f16-MLC: mlc_llm.MLCEngine; mlc-ai/gemma-2b-it-q4f32_1-MLC: mlc_llm.MLCEngine; mlc-ai/Mistral-7B-Instruct-v0.3-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/TinyLlama-1.1B-Chat-v0.4-q4f32_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-3.2-1B-Instruct-q4f32_1-MLC: mlc_llm.MLCEngine; mlc-ai/Mistral-7B-Instruct-v0.2-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-3.1-8B-Instruct-q3f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/Llama-2-7b-chat-hf-q4f16_1-MLC: mlc_llm.MLCEngine; mlc-ai/phi-2-q4f16_1-MLC: mlc_llm.MLCEngine
mlx_lm,,,4,"mlx-community/Mistral-Large-Instruct-2407-4bit, mlx-community/Meta-Llama-3.1-8B-Instruct-4bit, mlx-community/Meta-Llama-3-8B-Instruct, mlx-community/Meta-Llama-3-8B-Instruct-4bit",mlx-community/Mistral-Large-Instruct-2407-4bit: mlx_lm.load; mlx-community/Mistral-Large-Instruct-2407-4bit: mlx_lm.generate; mlx-community/Meta-Llama-3.1-8B-Instruct-4bit: mlx_lm.load; mlx-community/Meta-Llama-3.1-8B-Instruct-4bit: mlx_lm.generate; mlx-community/Meta-Llama-3-8B-Instruct: mlx_lm.load; mlx-community/Meta-Llama-3-8B-Instruct: mlx_lm.generate; mlx-community/Meta-Llama-3-8B-Instruct-4bit: mlx_lm.load; mlx-community/Meta-Llama-3-8B-Instruct-4bit: mlx_lm.generate
mlx_whisper,,,1,mlx-community/whisper-large-v3-mlx,mlx-community/whisper-large-v3-mlx: mlx_whisper
model,,,2,"JaesungHuh/ecapa-gender, FunAudioLLM/SenseVoiceSmall",JaesungHuh/ecapa-gender: model.ECAPA_gender; FunAudioLLM/SenseVoiceSmall: model.SenseVoiceSmall
modeling_altclip,,,1,BAAI/AltCLIP,BAAI/AltCLIP: modeling_altclip.AltCLIP
models,,,3,"ZhengPeng7/BiRefNet, ZhengPeng7/BiRefNet_lite, ZhengPeng7/BiRefNet-portrait",ZhengPeng7/BiRefNet: models.birefnet.BiRefNet; ZhengPeng7/BiRefNet: models.birefnet.BiRefNet; ZhengPeng7/BiRefNet_lite: models.birefnet.BiRefNet; ZhengPeng7/BiRefNet_lite: models.birefnet.BiRefNet; ZhengPeng7/BiRefNet-portrait: models.birefnet.BiRefNet; ZhengPeng7/BiRefNet-portrait: models.birefnet.BiRefNet
modelscope,,,1,ali-vilab/modelscope-damo-text-to-video-synthesis,ali-vilab/modelscope-damo-text-to-video-synthesis: modelscope.pipelines.pipeline; ali-vilab/modelscope-damo-text-to-video-synthesis: modelscope.outputs.OutputKeys
moment,,,1,AutonLab/MOMENT-1-large,AutonLab/MOMENT-1-large: moment.MOMENTPipeline; AutonLab/MOMENT-1-large: moment.MOMENTPipeline; AutonLab/MOMENT-1-large: moment.MOMENTPipeline; AutonLab/MOMENT-1-large: moment.MOMENTPipeline
mteb,,,3,"infgrad/stella-large-zh-v2, aspire/acge_text_embedding, infgrad/stella-base-en-v2",infgrad/stella-large-zh-v2: mteb.MTEB; aspire/acge_text_embedding: mteb.MTEB; aspire/acge_text_embedding: mteb.DRESModel; infgrad/stella-base-en-v2: mteb.MTEB
multilingual_clip,,,3,"M-CLIP/XLM-Roberta-Large-Vit-B-16Plus, M-CLIP/XLM-Roberta-Large-Vit-B-32, M-CLIP/XLM-Roberta-Large-Vit-L-14",M-CLIP/XLM-Roberta-Large-Vit-B-16Plus: multilingual_clip.pt_multilingual_clip; M-CLIP/XLM-Roberta-Large-Vit-B-32: multilingual_clip.pt_multilingual_clip; M-CLIP/XLM-Roberta-Large-Vit-L-14: multilingual_clip.pt_multilingual_clip
multimolecule,,,3,"multimolecule/rinalmo, multimolecule/rnafm, multimolecule/rnabert",multimolecule/rinalmo: multimolecule.RnaTokenizer; multimolecule/rinalmo: multimolecule.RiNALMoModel; multimolecule/rinalmo: multimolecule.RnaTokenizer; multimolecule/rinalmo: multimolecule.RiNALMoForSequencePrediction; multimolecule/rinalmo: multimolecule.RnaTokenizer; multimolecule/rinalmo: multimolecule.RiNALMoForNucleotidePrediction; multimolecule/rinalmo: multimolecule.RnaTokenizer; multimolecule/rinalmo: multimolecule.RiNALMoForContactPrediction; multimolecule/rnafm: multimolecule.RnaTokenizer; multimolecule/rnafm: multimolecule.RnaFmModel; multimolecule/rnafm: multimolecule.RnaTokenizer; multimolecule/rnafm: multimolecule.RnaFmForSequencePrediction; multimolecule/rnafm: multimolecule.RnaTokenizer; multimolecule/rnafm: multimolecule.RnaFmForNucleotidePrediction; multimolecule/rnafm: multimolecule.RnaTokenizer; multimolecule/rnafm: multimolecule.RnaFmForContactPrediction; multimolecule/rnabert: multimolecule.RnaTokenizer; multimolecule/rnabert: multimolecule.RnaBertModel; multimolecule/rnabert: multimolecule.RnaTokenizer; multimolecule/rnabert: multimolecule.RnaBertForSequencePrediction; multimolecule/rnabert: multimolecule.RnaTokenizer; multimolecule/rnabert: multimolecule.RnaBertForNucleotidePrediction; multimolecule/rnabert: multimolecule.RnaTokenizer; multimolecule/rnabert: multimolecule.RnaBertForContactPrediction
nemo,,,14,"nvidia/speakerverification_en_titanet_large, nvidia/parakeet-rnnt-0.6b, nvidia/parakeet-tdt-1.1b, nvidia/parakeet-rnnt-1.1b, nvidia/canary-1b, nvidia/stt_ru_fastconformer_hybrid_large_pc, nvidia/parakeet-ctc-1.1b, nvidia/stt_en_fastconformer_hybrid_large_pc, nvidia/stt_en_conformer_ctc_large, nvidia/stt_en_conformer_transducer_xlarge, nvidia/stt_zh_conformer_transducer_large, nvidia/parakeet-tdt_ctc-1.1b, nvidia/stt_kk_ru_fastconformer_hybrid_large, nvidia/stt_en_fastconformer_transducer_xlarge",nvidia/speakerverification_en_titanet_large: nemo.collections.asr; nvidia/parakeet-rnnt-0.6b: nemo.collections.asr; nvidia/parakeet-tdt-1.1b: nemo.collections.asr; nvidia/parakeet-rnnt-1.1b: nemo.collections.asr; nvidia/canary-1b: nemo.collections.asr.models.EncDecMultiTaskModel; nvidia/stt_ru_fastconformer_hybrid_large_pc: nemo.collections.asr; nvidia/parakeet-ctc-1.1b: nemo.collections.asr; nvidia/stt_en_fastconformer_hybrid_large_pc: nemo.collections.asr; nvidia/stt_en_conformer_ctc_large: nemo.collections.asr; nvidia/stt_en_conformer_transducer_xlarge: nemo.collections.asr; nvidia/stt_zh_conformer_transducer_large: nemo.collections.asr; nvidia/parakeet-tdt_ctc-1.1b: nemo.collections.asr; nvidia/stt_kk_ru_fastconformer_hybrid_large: nemo.collections.asr; nvidia/stt_en_fastconformer_transducer_xlarge: nemo.collections.asr
nltk,,,3,"fabiochiu/t5-base-tag-generation, marefa-nlp/marefa-ner, nandakishormpai/t5-small-machine-articles-tag-generation",fabiochiu/t5-base-tag-generation: nltk; marefa-nlp/marefa-ner: nltk; marefa-nlp/marefa-ner: nltk.tokenize.word_tokenize; nandakishormpai/t5-small-machine-articles-tag-generation: nltk
nomic,,,4,"nomic-ai/nomic-embed-text-v1.5, nomic-ai/nomic-embed-text-v1, nomic-ai/nomic-embed-vision-v1, nomic-ai/nomic-embed-vision-v1.5",nomic-ai/nomic-embed-text-v1.5: nomic.embed; nomic-ai/nomic-embed-text-v1: nomic.embed; nomic-ai/nomic-embed-vision-v1: nomic.embed; nomic-ai/nomic-embed-vision-v1.5: nomic.embed
normalizer,,,3,"csebuetnlp/banglat5_banglaparaphrase, csebuetnlp/banglabert, csebuetnlp/banglat5_nmt_bn_en",csebuetnlp/banglat5_banglaparaphrase: normalizer.normalize; csebuetnlp/banglabert: normalizer.normalize; csebuetnlp/banglat5_nmt_bn_en: normalizer.normalize
nougat_latex,,,1,Norm/nougat-latex-base,Norm/nougat-latex-base: nougat_latex.NougatLaTexProcessor
ollama,,,3,"akjindal53244/Llama-3.1-Storm-8B, unsloth/Llama-3.1-Storm-8B-bnb-4bit, akjindal53244/Llama-3.1-Storm-8B-GGUF",akjindal53244/Llama-3.1-Storm-8B: ollama; unsloth/Llama-3.1-Storm-8B-bnb-4bit: ollama; akjindal53244/Llama-3.1-Storm-8B-GGUF: ollama
omegaconf,,,1,1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase,1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase: omegaconf.OmegaConf
onnxruntime,,,4,"jinaai/jina-embeddings-v3, 1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase, minuva/MiniLMv2-agentflow-v2-onnx, SamLowe/roberta-base-go_emotions-onnx",jinaai/jina-embeddings-v3: onnxruntime; 1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase: onnxruntime; minuva/MiniLMv2-agentflow-v2-onnx: onnxruntime.InferenceSession; SamLowe/roberta-base-go_emotions-onnx: onnxruntime
open_clip,,,21,"apple/DFN5B-CLIP-ViT-H-14-378, UCSC-VLAA/ViT-L-16-HTxt-Recap-CLIP, timm/ViT-SO400M-14-SigLIP-384, timm/ViT-B-16-SigLIP, imageomics/bioclip, apple/DFN5B-CLIP-ViT-H-14, timm/ViT-B-16-SigLIP-256, microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224, apple/DFN2B-CLIP-ViT-L-14, timm/ViT-L-16-SigLIP-256, timm/ViT-B-16-SigLIP-512, M-CLIP/XLM-Roberta-Large-Vit-B-16Plus, apple/DFN2B-CLIP-ViT-B-16, UCSC-VLAA/ViT-L-14-CLIPA-datacomp1B, timm/ViT-SO400M-14-SigLIP, timm/ViT-L-16-SigLIP-384, Marqo/marqo-fashionSigLIP, UCSC-VLAA/ViT-bigG-14-CLIPA-336-datacomp1B, Marqo/marqo-fashionCLIP, jienengchen/ViTamin-XL-384px, UCSC-VLAA/ViT-H-14-CLIPA-336-datacomp1B",apple/DFN5B-CLIP-ViT-H-14-378: open_clip.create_model_from_pretrained; apple/DFN5B-CLIP-ViT-H-14-378: open_clip.get_tokenizer; UCSC-VLAA/ViT-L-16-HTxt-Recap-CLIP: open_clip.create_model_from_pretrained; UCSC-VLAA/ViT-L-16-HTxt-Recap-CLIP: open_clip.get_tokenizer; timm/ViT-SO400M-14-SigLIP-384: open_clip.create_model_from_pretrained; timm/ViT-SO400M-14-SigLIP-384: open_clip.get_tokenizer; timm/ViT-B-16-SigLIP: open_clip.create_model_from_pretrained; timm/ViT-B-16-SigLIP: open_clip.get_tokenizer; imageomics/bioclip: open_clip; apple/DFN5B-CLIP-ViT-H-14: open_clip.create_model_from_pretrained; apple/DFN5B-CLIP-ViT-H-14: open_clip.get_tokenizer; timm/ViT-B-16-SigLIP-256: open_clip.create_model_from_pretrained; timm/ViT-B-16-SigLIP-256: open_clip.get_tokenizer; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.create_model_from_pretrained; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.get_tokenizer; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.create_model_and_transforms; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.get_tokenizer; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.factory.HF_HUB_PREFIX; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: open_clip.factory._MODEL_CONFIGS; apple/DFN2B-CLIP-ViT-L-14: open_clip.create_model_from_pretrained; apple/DFN2B-CLIP-ViT-L-14: open_clip.get_tokenizer; timm/ViT-L-16-SigLIP-256: open_clip.create_model_from_pretrained; timm/ViT-L-16-SigLIP-256: open_clip.get_tokenizer; timm/ViT-B-16-SigLIP-512: open_clip.create_model_from_pretrained; timm/ViT-B-16-SigLIP-512: open_clip.get_tokenizer; M-CLIP/XLM-Roberta-Large-Vit-B-16Plus: open_clip; apple/DFN2B-CLIP-ViT-B-16: open_clip.create_model_from_pretrained; apple/DFN2B-CLIP-ViT-B-16: open_clip.get_tokenizer; UCSC-VLAA/ViT-L-14-CLIPA-datacomp1B: open_clip.create_model_from_pretrained; UCSC-VLAA/ViT-L-14-CLIPA-datacomp1B: open_clip.get_tokenizer; timm/ViT-SO400M-14-SigLIP: open_clip.create_model_from_pretrained; timm/ViT-SO400M-14-SigLIP: open_clip.get_tokenizer; timm/ViT-L-16-SigLIP-384: open_clip.create_model_from_pretrained; timm/ViT-L-16-SigLIP-384: open_clip.get_tokenizer; Marqo/marqo-fashionSigLIP: open_clip; UCSC-VLAA/ViT-bigG-14-CLIPA-336-datacomp1B: open_clip.create_model_from_pretrained; UCSC-VLAA/ViT-bigG-14-CLIPA-336-datacomp1B: open_clip.get_tokenizer; Marqo/marqo-fashionCLIP: open_clip; jienengchen/ViTamin-XL-384px: open_clip; UCSC-VLAA/ViT-H-14-CLIPA-336-datacomp1B: open_clip.create_model_from_pretrained; UCSC-VLAA/ViT-H-14-CLIPA-336-datacomp1B: open_clip.get_tokenizer
openai,,,35,"OpenGVLab/InternVL2-1B, hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4, hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4, hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4, OpenGVLab/InternVL2-Llama3-76B, OpenGVLab/InternVL2-2B, OpenGVLab/InternVL2-8B, OpenGVLab/InternVL2-26B, OpenGVLab/InternVL2-40B, hugging-quants/Meta-Llama-3.1-405B-Instruct-AWQ-INT4, meetkai/functionary-small-v2.5, Qwen/Qwen2-0.5B-Instruct-GGUF, hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4, OpenGVLab/InternVL2-4B, Qwen/Qwen2-7B-Instruct-GGUF, Qwen/Qwen2-1.5B-Instruct-GGUF, OpenGVLab/InternVL2-2B-AWQ, OpenGVLab/InternVL-Chat-V1-5, internlm/internlm2_5-20b-chat-gguf, yentinglin/Llama-3-Taiwan-8B-Instruct, meetkai/functionary-small-v3.1, gorilla-llm/gorilla-openfunctions-v2, Qwen/Qwen2-72B-Instruct-GGUF, macadeliccc/Samantha-Qwen-2-7B, elyza/Llama-3-ELYZA-JP-8B-GGUF, OpenGVLab/Mini-InternVL-Chat-2B-V1-5, hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4, Qwen/Qwen2-57B-A14B-Instruct-GGUF, internlm/internlm2_5-7b-chat-gguf, meetkai/functionary-small-v3.2, OpenGVLab/InternVL2-8B-AWQ, elyza/Llama-3-ELYZA-JP-8B-AWQ, OpenGVLab/InternVL2-40B-AWQ, OpenGVLab/InternVL2-Llama3-76B-AWQ, OpenGVLab/Mini-InternVL-Chat-4B-V1-5",OpenGVLab/InternVL2-1B: openai.OpenAI; OpenGVLab/InternVL2-1B: openai.OpenAI; hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4: openai.OpenAI; OpenGVLab/InternVL2-Llama3-76B: openai.OpenAI; OpenGVLab/InternVL2-Llama3-76B: openai.OpenAI; OpenGVLab/InternVL2-2B: openai.OpenAI; OpenGVLab/InternVL2-2B: openai.OpenAI; OpenGVLab/InternVL2-8B: openai.OpenAI; OpenGVLab/InternVL2-8B: openai.OpenAI; OpenGVLab/InternVL2-26B: openai.OpenAI; OpenGVLab/InternVL2-26B: openai.OpenAI; OpenGVLab/InternVL2-40B: openai.OpenAI; OpenGVLab/InternVL2-40B: openai.OpenAI; hugging-quants/Meta-Llama-3.1-405B-Instruct-AWQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-405B-Instruct-AWQ-INT4: openai.OpenAI; meetkai/functionary-small-v2.5: openai.OpenAI; Qwen/Qwen2-0.5B-Instruct-GGUF: openai; hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4: openai.OpenAI; OpenGVLab/InternVL2-4B: openai.OpenAI; OpenGVLab/InternVL2-4B: openai.OpenAI; Qwen/Qwen2-7B-Instruct-GGUF: openai; Qwen/Qwen2-1.5B-Instruct-GGUF: openai; OpenGVLab/InternVL2-2B-AWQ: openai.OpenAI; OpenGVLab/InternVL-Chat-V1-5: openai.OpenAI; internlm/internlm2_5-20b-chat-gguf: openai.OpenAI; yentinglin/Llama-3-Taiwan-8B-Instruct: openai.OpenAI; meetkai/functionary-small-v3.1: openai.OpenAI; gorilla-llm/gorilla-openfunctions-v2: openai; Qwen/Qwen2-72B-Instruct-GGUF: openai; macadeliccc/Samantha-Qwen-2-7B: openai.OpenAI; elyza/Llama-3-ELYZA-JP-8B-GGUF: openai; OpenGVLab/Mini-InternVL-Chat-2B-V1-5: openai.OpenAI; hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4: openai.OpenAI; hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4: openai.OpenAI; Qwen/Qwen2-57B-A14B-Instruct-GGUF: openai; internlm/internlm2_5-7b-chat-gguf: openai.OpenAI; meetkai/functionary-small-v3.2: openai.OpenAI; OpenGVLab/InternVL2-8B-AWQ: openai.OpenAI; elyza/Llama-3-ELYZA-JP-8B-AWQ: openai; OpenGVLab/InternVL2-40B-AWQ: openai.OpenAI; OpenGVLab/InternVL2-Llama3-76B-AWQ: openai.OpenAI; OpenGVLab/Mini-InternVL-Chat-4B-V1-5: openai.OpenAI
openfunctions_utils,,,1,gorilla-llm/gorilla-openfunctions-v2,gorilla-llm/gorilla-openfunctions-v2: openfunctions_utils.strip_function_calls; gorilla-llm/gorilla-openfunctions-v2: openfunctions_utils.parse_function_call
opensora,,,2,"hpcai-tech/OpenSora-VAE-v1.2, hpcai-tech/OpenSora-STDiT-v3",hpcai-tech/OpenSora-VAE-v1.2: opensora.models.vae.vae.VideoAutoencoderPipeline; hpcai-tech/OpenSora-STDiT-v3: opensora.models.stdit.stdit3.STDiT3
openvino_genai,,,1,OpenVINO/Phi-3-mini-4k-instruct-int4-ov,OpenVINO/Phi-3-mini-4k-instruct-int4-ov: openvino_genai
